Rank,University,URL,Country,Number of FTE Students,Number of Students per staff,International Students,Female Male Ratio,Year
401–500,Centrale Nantes,https://www.timeshighereducation.com/world-university-rankings/centrale-nantes,France,1706,16.1,0.45,26 : 74,2020
401–500,Central South University,https://www.timeshighereducation.com/world-university-rankings/central-south-university,China,51546,18.4,0.02,n/a,2020
401–500,Charles Universityin Prague,https://www.timeshighereducation.com/world-university-rankings/charles-university-prague,Czech Republic,48623,12.7,0.18,62 : 38,2020
401–500,"City, University of London",https://www.timeshighereducation.com/world-university-rankings/city-university-london,United Kingdom,14362,18.5,0.51,56 : 44,2020
401–500,"Colorado State University, Fort Collins",https://www.timeshighereducation.com/world-university-rankings/colorado-state-university-fort-collins-0,United States,26014,16.3,0.06,53 : 47,2020
401–500,University of Côted’Azur,https://www.timeshighereducation.com/world-university-rankings/university-cote-dazur,France,36706,23,0.23,55 : 45,2020
401–500,Covenant University,https://www.timeshighereducation.com/world-university-rankings/covenant-university,Nigeria,8768,15.7,0,43 : 57,2020
401–500,University of Cyprus,https://www.timeshighereducation.com/world-university-rankings/university-cyprus,Cyprus,6635,22,0.11,66 : 34,2020
401–500,University of Desarrollo,https://www.timeshighereducation.com/world-university-rankings/university-desarrollo,Chile,15384,19,0.04,56 : 44,2020
401–500,Diego Portales University,https://www.timeshighereducation.com/world-university-rankings/diego-portales-university,Chile,17287,14.9,0.02,49 : 51,2020
401–500,Drexel University,https://www.timeshighereducation.com/world-university-rankings/drexel-university,United States,19801,11.1,0.17,50 : 50,2020
401–500,University of Eastern Finland,https://www.timeshighereducation.com/world-university-rankings/university-eastern-finland,Finland,11630,18.5,0.06,64 : 36,2020
401–500,Écoledes Minesde Saint-Étienne,https://www.timeshighereducation.com/world-university-rankings/ecole-des-mines-de-saint-etienne,France,973,8.1,0.25,28 : 72,2020
401–500,Edith Cowan University,https://www.timeshighereducation.com/world-university-rankings/edith-cowan-university,Australia,17560,31.3,0.26,60 : 40,2020
401–500,Federal University of Toulouse Midi-Pyrénées,https://www.timeshighereducation.com/world-university-rankings/federal-university-toulouse-midi-pyrenees,France,103857,19.2,0.14,54 : 46,2020
401–500,University of Ferrara,https://www.timeshighereducation.com/world-university-rankings/university-ferrara,Italy,14644,25.2,0.07,56 : 44,2020
401–500,Free University of Bozen-Bolzano,https://www.timeshighereducation.com/world-university-rankings/free-university-bozen-bolzano,Italy,3891,12,0.13,67 : 33,2020
401–500,Fujita Health University,https://www.timeshighereducation.com/world-university-rankings/fujita-health-university,Japan,2942,3.2,0,55 : 45,2020
401–500,University of Genoa,https://www.timeshighereducation.com/world-university-rankings/university-genoa,Italy,23977,19.5,0.09,55 : 45,2020
401–500,University of Georgia,https://www.timeshighereducation.com/world-university-rankings/university-georgia,United States,35164,16.3,0.07,57 : 43,2020
401–500,Georgia State University,https://www.timeshighereducation.com/world-university-rankings/georgia-state-university,United States,29290,14.4,0.06,61 : 39,2020
401–500,Gwangju Institute of Science and Technology,https://www.timeshighereducation.com/world-university-rankings/gwangju-institute-science-and-technology,South Korea,2098,12.1,0.06,25 : 75,2020
401–500,Harbin Institute of Technology,https://www.timeshighereducation.com/world-university-rankings/harbin-institute-technology,China,29603,9.9,0.12,32 : 68,2020
401–500,Hokkaido University,https://www.timeshighereducation.com/world-university-rankings/hokkaido-university,Japan,18225,8.1,0.11,31 : 69,2020
401–500,Hong Kong Baptist University,https://www.timeshighereducation.com/world-university-rankings/hong-kong-baptist-university,Hong Kong,8759,11.6,0.45,65 : 35,2020
401–500,University of Houston,https://www.timeshighereducation.com/world-university-rankings/university-houston,United States,44128,25.7,0.09,50 : 50,2020
401–500,Hunan University,https://www.timeshighereducation.com/world-university-rankings/hunan-university,China,40715,20.4,0.02,46 : 54,2020
401–500,Indian Institute of Technology Bombay,https://www.timeshighereducation.com/world-university-rankings/indian-institute-technology-bombay,India,10267,16.1,0.01,19 : 81,2020
401–500,Indian Institute of Technology Delhi,https://www.timeshighereducation.com/world-university-rankings/indian-institute-technology-delhi,India,7284,14.8,0.01,20 : 80,2020
401–500,Indian Institute of Technology Kharagpur,https://www.timeshighereducation.com/world-university-rankings/indian-institute-technology-kharagpur,India,9167,12.3,0,18 : 82,2020
401–500,University of Innsbruck,https://www.timeshighereducation.com/world-university-rankings/university-innsbruck,Austria,14128,12.6,0.4,53 : 47,2020
401–500,ITMO University,https://www.timeshighereducation.com/world-university-rankings/itmo-university,Russian Federation,10206,13.1,0.16,37 : 63,2020
401–500,University of Kansas,https://www.timeshighereducation.com/world-university-rankings/university-kansas,United States,24526,9.9,0.09,52 : 48,2020
401–500,University of Kentucky,https://www.timeshighereducation.com/world-university-rankings/university-kentucky,United States,27078,12.4,0.04,55 : 45,2020
401–500,University of KwaZulu-Natal,https://www.timeshighereducation.com/world-university-rankings/university-kwazulu-natal,South Africa,36660,29.2,0.04,58 : 42,2020
401–500,Kyushu University,https://www.timeshighereducation.com/world-university-rankings/kyushu-university,Japan,18643,8.8,0.13,28 : 72,2020
401–500,Leibniz University Hannover,https://www.timeshighereducation.com/world-university-rankings/leibniz-university-hannover,Germany,27625,54,0.14,40 : 60,2020
401–500,Linköping University,https://www.timeshighereducation.com/world-university-rankings/linkoping-university,Sweden,18544,11.2,0.12,53 : 47,2020
401–500,Liverpool John Moores University,https://www.timeshighereducation.com/world-university-rankings/liverpool-john-moores-university,United Kingdom,19461,17.4,0.14,53 : 47,2020
401–500,Mansoura University,https://www.timeshighereducation.com/world-university-rankings/mansoura-university,Egypt,140126,24.9,0.03,55 : 45,2020
401–500,Middlesex University,https://www.timeshighereducation.com/world-university-rankings/middlesex-university,United Kingdom,15649,18,0.45,60 : 40,2020
401–500,University of Milan-Bicocca,https://www.timeshighereducation.com/world-university-rankings/university-milan-bicocca,Italy,26509,28.9,0.06,62 : 38,2020
401–500,University of Missouri-St Louis,https://www.timeshighereducation.com/world-university-rankings/university-missouri-st-louis,United States,7019,16,0.06,58 : 42,2020
401–500,Mizzou - University of Missouri,https://www.timeshighereducation.com/world-university-rankings/mizzou-university-missouri,United States,28513,13.3,0.06,53 : 47,2020
401–500,University of Modena and Reggio Emilia,https://www.timeshighereducation.com/world-university-rankings/university-modena-and-reggio-emilia,Italy,17432,24.8,0.06,54 : 46,2020
401–500,Murdoch University,https://www.timeshighereducation.com/world-university-rankings/murdoch-university,Australia,14905,27.7,0.37,60 : 40,2020
401–500,National Research Nuclear University MEPhI,https://www.timeshighereducation.com/world-university-rankings/national-research-nuclear-university-mephi,Russian Federation,6489,10.8,0.24,31 : 69,2020
401–500,University of Nebraska-Lincoln,https://www.timeshighereducation.com/world-university-rankings/university-nebraska-lincoln,United States,24610,17.2,0.11,48 : 52,2020
401–500,New Mexico Institute of Mining and Technology,https://www.timeshighereducation.com/world-university-rankings/new-mexico-institute-mining-and-technology,United States,1809,11.3,0.08,30 : 70,2020
401–500,Norwegian University of Science and Technology,https://www.timeshighereducation.com/world-university-rankings/norwegian-university-science-and-technology,Norway,35181,15.8,0.08,48 : 52,2020
401–500,Oklahoma State University,https://www.timeshighereducation.com/world-university-rankings/oklahoma-state-university,United States,21494,15.8,0.07,50 : 50,2020
401–500,University of Pavia,https://www.timeshighereducation.com/world-university-rankings/university-pavia,Italy,24623,41.5,0.08,56 : 44,2020
401–500,University of Peradeniya,https://www.timeshighereducation.com/world-university-rankings/university-peradeniya,Sri Lanka,17482,10.8,0.01,61 : 39,2020
401–500,Universityofthe Philippines,https://www.timeshighereducation.com/world-university-rankings/university-philippines,Philippines,39877,8.4,0.01,58 : 42,2020
401–500,Polytechnic University of Bari,https://www.timeshighereducation.com/world-university-rankings/polytechnic-university-bari,Italy,6122,24.4,0.01,33 : 67,2020
401–500,Pontifical Javeriana University,https://www.timeshighereducation.com/world-university-rankings/pontifical-javeriana-university,Colombia,30048,15.4,0.01,55 : 45,2020
401–500,University of Porto,https://www.timeshighereducation.com/world-university-rankings/university-porto,Portugal,32020,18.7,0.15,55 : 45,2020
401–500,University of Portsmouth,https://www.timeshighereducation.com/world-university-rankings/university-portsmouth,United Kingdom,20186,15.4,0.26,45 : 55,2020
401–500,Qatar University,https://www.timeshighereducation.com/world-university-rankings/qatar-university,Qatar,15585,17.3,0.38,76 : 24,2020
401–500,Quaid-i-Azam University,https://www.timeshighereducation.com/world-university-rankings/quaid-i-azam-university,Pakistan,14694,24.8,0.01,57 : 43,2020
401–500,Rensselaer Polytechnic Institute,https://www.timeshighereducation.com/world-university-rankings/rensselaer-polytechnic-institute,United States,7798,15.6,0.2,32 : 68,2020
401–500,Royal Veterinary College,https://www.timeshighereducation.com/world-university-rankings/royal-veterinary-college,United Kingdom,2067,10.9,0.19,78 : 22,2020
401–500,Sabancı University,https://www.timeshighereducation.com/world-university-rankings/sabanci-university,Turkey,3605,21.5,0.09,37 : 63,2020
401–500,University of St Gallen,https://www.timeshighereducation.com/world-university-rankings/university-st-gallen,Switzerland,7579,11.8,0.34,35 : 65,2020
401–500,University of Saskatchewan,https://www.timeshighereducation.com/world-university-rankings/university-saskatchewan,Canada,17194,17.7,0.2,56 : 44,2020
401–500,Sciences Po,https://www.timeshighereducation.com/world-university-rankings/sciences-po,France,11915,45.1,0.34,60 : 40,2020
401–500,Sejong University,https://www.timeshighereducation.com/world-university-rankings/sejong-university,South Korea,12119,17,0.1,47 : 53,2020
401–500,Semmelweis University,https://www.timeshighereducation.com/world-university-rankings/semmelweis-university,Hungary,10996,9.8,0.31,68 : 32,2020
401–500,University of Siena,https://www.timeshighereducation.com/world-university-rankings/university-siena,Italy,12636,14.8,0.08,59 : 41,2020
401–500,SOAS University of London,https://www.timeshighereducation.com/world-university-rankings/soas-university-london,United Kingdom,5194,12.1,0.53,65 : 35,2020
401–500,University of South Carolina-Columbia,https://www.timeshighereducation.com/world-university-rankings/university-south-carolina-columbia,United States,32291,16.2,0.05,55 : 45,2020
401–500,University of Strasbourg,https://www.timeshighereducation.com/world-university-rankings/university-strasbourg,France,46898,18.8,0.2,58 : 42,2020
